Video ID,Filename,Start frame,End frame,Start time(s),End time(s),,Violence Type (Video),Video Type,Violence Type (Text),Manual Text,Memo,Violence(Sound) Type1,Sound type1,start frame1,end frame1,Violence(Sound) Type2,Sound type2,start frame2,end frame2,Violence(Sound) Type3,Sound type3,start frame3,end frame3,Violence(Sound) Type4,Sound type4,start frame4,end frame4,Violence(Sound) Type5,Sound type5,start frame5,end frame5,Violence(Sound) Type6,Sound type6,start frame6,end frame6,Violence(Sound) Type7,Sound type7,start frame7,end frame7,Violence(Sound) Type8,Sound type8,start frame8,end frame8,Violence(Sound) Type9,Sound type9,start frame9,end frame9,Violence(Sound) Type10,Sound type10,start frame10,end frame10,Violence(Sound) Type11,Sound type11,start frame11,end frame11
18,18_Attack on store clerk caught on camera.mp4,2316,2324,77.28,77.54,0.26,NONE,Transition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,18_Attack on store clerk caught on camera.mp4,2325,2362,77.58,78.81,1.23,Non-violent,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,18_Attack on store clerk caught on camera.mp4,2363,2525,78.85,84.25,5.4,Violent,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,18_Attack on store clerk caught on camera.mp4,2526,3007,84.28,100.33,16.05,Non-violent,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,18_Attack on store clerk caught on camera.mp4,3008,3015,100.37,100.6,0.23,NONE,Transition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,18_Attack on store clerk caught on camera.mp4,3016,3340,100.63,111.44,10.81,Non-violent,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,19_Businesses Under Attack 5 Terrifying Robberies Caught on Camera (The Lineup).mp4,0,1,0,0.03,0.03,NONE,Others,,,Black screen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,19_Businesses Under Attack 5 Terrifying Robberies Caught on Camera (The Lineup).mp4,2,7,0.07,0.23,0.16,NONE,Transition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,19_Businesses Under Attack 5 Terrifying Robberies Caught on Camera (The Lineup).mp4,8,99,0.27,3.3,3.03,NONE,Others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,19_Businesses Under Attack 5 Terrifying Robberies Caught on Camera (The Lineup).mp4,100,207,3.34,6.91,3.57,NONE,Others,Violent,ATTACK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,19_Businesses Under Attack 5 Terrifying Robberies Caught on Camera (The Lineup).mp4,208,209,6.94,6.97,0.03,NONE,Transition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,19_Businesses Under Attack 5 Terrifying Robberies Caught on Camera (The Lineup).mp4,210,802,7.01,26.76,19.75,Non-violent,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,19_Businesses Under Attack 5 Terrifying Robberies Caught on Camera (The Lineup).mp4,803,3422,26.79,114.18,87.39,Violent,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,19_Businesses Under Attack 5 Terrifying Robberies Caught on Camera (The Lineup).mp4,3423,3518,114.21,117.38,3.17,Non-violent,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,19_Businesses Under Attack 5 Terrifying Robberies Caught on Camera (The Lineup).mp4,3519,3519,117.42,117.42,0,NONE,Transition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,19_Businesses Under Attack 5 Terrifying Robberies Caught on Camera (The Lineup).mp4,3520,3531,117.45,117.82,0.37,NONE,Transition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,19_Businesses Under Attack 5 Terrifying Robberies Caught on Camera (The Lineup).mp4,3532,3771,117.85,125.83,7.98,Non-violent,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,19_Businesses Under Attack 5 Terrifying Robberies Caught on Camera (The Lineup).mp4,3772,3831,125.86,127.83,1.97,Violent,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,19_Businesses Under Attack 5 Terrifying Robberies Caught on Camera (The Lineup).mp4,3832,6711,127.86,223.92,96.06,Non-violent,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,19_Businesses Under Attack 5 Terrifying Robberies Caught on Camera (The Lineup).mp4,6712,6726,223.96,224.42,0.46,NONE,Transition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,19_Businesses Under Attack 5 Terrifying Robberies Caught on Camera (The Lineup).mp4,6727,7058,224.46,235.5,11.04,Non-violent,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,19_Businesses Under Attack 5 Terrifying Robberies Caught on Camera (The Lineup).mp4,7059,8159,235.54,272.24,36.7,Violent,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,19_Businesses Under Attack 5 Terrifying Robberies Caught on Camera (The Lineup).mp4,8160,8321,272.27,277.64,5.37,Non-violent,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,19_Businesses Under Attack 5 Terrifying Robberies Caught on Camera (The Lineup).mp4,8322,9301,277.68,310.34,32.66,Violent,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,19_Businesses Under Attack 5 Terrifying Robberies Caught on Camera (The Lineup).mp4,9302,9566,310.38,319.19,8.81,Non-violent,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,19_Businesses Under Attack 5 Terrifying Robberies Caught on Camera (The Lineup).mp4,9567,9748,319.22,325.26,6.04,Violent,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,19_Businesses Under Attack 5 Terrifying Robberies Caught on Camera (The Lineup).mp4,9749,10116,325.29,337.54,12.25,Non-violent,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,19_Businesses Under Attack 5 Terrifying Robberies Caught on Camera (The Lineup).mp4,10117,10565,337.57,352.52,14.95,Violent,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,19_Businesses Under Attack 5 Terrifying Robberies Caught on Camera (The Lineup).mp4,10566,10769,352.55,359.33,6.78,Non-violent,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,19_Businesses Under Attack 5 Terrifying Robberies Caught on Camera (The Lineup).mp4,10770,10784,359.36,359.83,0.47,NONE,Transition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,19_Businesses Under Attack 5 Terrifying Robberies Caught on Camera (The Lineup).mp4,10785,10836,359.86,361.56,1.7,Non-violent,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,19_Businesses Under Attack 5 Terrifying Robberies Caught on Camera (The Lineup).mp4,10837,11056,301.59,368.9,67.31,Violent,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,19_Businesses Under Attack 5 Terrifying Robberies Caught on Camera (The Lineup).mp4,11057,11287,368.93,376.61,7.68,Non-violent,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,19_Businesses Under Attack 5 Terrifying Robberies Caught on Camera (The Lineup).mp4,11288,12781,376.64,426.46,49.82,Violent,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,19_Businesses Under Attack 5 Terrifying Robberies Caught on Camera (The Lineup).mp4,12782,12793,426.49,426.86,0.37,NONE,Transition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,19_Businesses Under Attack 5 Terrifying Robberies Caught on Camera (The Lineup).mp4,12794,12944,426.89,431.9,5.01,Non-violent,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,19_Businesses Under Attack 5 Terrifying Robberies Caught on Camera (The Lineup).mp4,12945,12959,431.93,432.4,0.47,NONE,Transition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,19_Businesses Under Attack 5 Terrifying Robberies Caught on Camera (The Lineup).mp4,12960,13375,432.43,446.28,13.85,Non-violent,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,19_Businesses Under Attack 5 Terrifying Robberies Caught on Camera (The Lineup).mp4,13376,13499,446.31,450.42,4.11,Violent,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,19_Businesses Under Attack 5 Terrifying Robberies Caught on Camera (The Lineup).mp4,13500,13919,450.45,464.43,13.98,Non-violent,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,19_Businesses Under Attack 5 Terrifying Robberies Caught on Camera (The Lineup).mp4,13920,13949,464.46,465.43,0.97,Non-violent,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,19_Businesses Under Attack 5 Terrifying Robberies Caught on Camera (The Lineup).mp4,13950,15890,465.46,530.2,64.74,Non-violent,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,19_Businesses Under Attack 5 Terrifying Robberies Caught on Camera (The Lineup).mp4,15891,15896,530.23,530.4,0.17,NONE,Transition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,19_Businesses Under Attack 5 Terrifying Robberies Caught on Camera (The Lineup).mp4,15897,16001,530.43,533.9,3.47,NONE,Others,Violent,ATTACK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,19_Businesses Under Attack 5 Terrifying Robberies Caught on Camera (The Lineup).mp4,16002,16010,533.93,534.2,0.27,NONE,Transition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,19_Businesses Under Attack 5 Terrifying Robberies Caught on Camera (The Lineup).mp4,16011,16102,534.23,537.27,3.04,NONE,Others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,20_Armed robbery caught on camera.mp4,0,141,0,4.7,4.7,Violent,CCTV,Violent,TERRIFYING ROBBERY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,20_Armed robbery caught on camera.mp4,142,155,4.74,5.17,0.43,NONE,Transition,Violent,TERRIFYING ROBBERY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,20_Armed robbery caught on camera.mp4,156,200,5.21,6.67,1.46,Violent,CCTV,Violent,TERRIFYING ROBBERY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,20_Armed robbery caught on camera.mp4,201,206,6.71,6.87,0.16,NONE,Transition,Violent,TERRIFYING ROBBERY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,20_Armed robbery caught on camera.mp4,207,208,6.91,6.94,0.03,NONE,Transition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,20_Armed robbery caught on camera.mp4,209,364,6.97,12.15,5.18,Violent,Combination,,,News+CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,20_Armed robbery caught on camera.mp4,365,376,12.18,12.55,0.37,NONE,Combination,,,News+CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,20_Armed robbery caught on camera.mp4,377,662,12.58,22.09,9.51,Violent,Combination,,,News+CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,20_Armed robbery caught on camera.mp4,663,664,22.12,22.16,0.04,NONE,Transition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,20_Armed robbery caught on camera.mp4,665,665,22.19,22.19,0,NONE,Others,,,White screen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,20_Armed robbery caught on camera.mp4,666,669,22.22,22.32,0.1,NONE,Transition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,20_Armed robbery caught on camera.mp4,670,876,22.36,29.23,6.87,NONE,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,20_Armed robbery caught on camera.mp4,877,1249,29.26,41.67,12.41,Non-violent,News,Violent,ARMED ROBBERY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,20_Armed robbery caught on camera.mp4,1250,1367,41.71,45.61,3.9,Violent,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,20_Armed robbery caught on camera.mp4,1368,1518,45.65,50.65,5,Violent,CCTV,Violent,ARMED ROBBERY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,20_Armed robbery caught on camera.mp4,1519,1525,50.68,50.88,0.2,NONE,Transition,Violent,ARMED ROBBERY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,20_Armed robbery caught on camera.mp4,1526,1570,50.92,52.39,1.47,NONE,Transition,Violent,ARMED ROBBERY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,20_Armed robbery caught on camera.mp4,1571,2286,52.42,76.28,23.86,Non-violent,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,20_Armed robbery caught on camera.mp4,2287,2308,76.31,77.01,0.7,Non-violent,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,20_Armed robbery caught on camera.mp4,2309,2406,77.04,80.28,3.24,Non-violent,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,20_Armed robbery caught on camera.mp4,2407,2414,80.31,80.55,0.24,Non-violent,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,20_Armed robbery caught on camera.mp4,2415,2730,80.58,91.09,10.51,Non-violent,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,20_Armed robbery caught on camera.mp4,2731,2741,91.12,91.46,0.34,NONE,Transition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,20_Armed robbery caught on camera.mp4,2742,2768,91.49,92.36,0.87,NONE,Transition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,20_Armed robbery caught on camera.mp4,2769,2926,92.39,97.63,5.24,Violent,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,20_Armed robbery caught on camera.mp4,2927,2932,97.66,97.83,0.17,NONE,Transition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,20_Armed robbery caught on camera.mp4,2933,3071,97.86,102.47,4.61,Non-violent,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,20_Armed robbery caught on camera.mp4,3072,3134,102.5,104.57,2.07,Non-violent,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,20_Armed robbery caught on camera.mp4,3135,3321,104.6,110.81,6.21,Violent,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,20_Armed robbery caught on camera.mp4,3322,3405,110.84,113.61,2.77,Non-violent,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,20_Armed robbery caught on camera.mp4,3406,3434,113.65,114.58,0.93,Violent,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,21_Frightening 'jugging' robbery caught on camera.mp4,0,251,0,4.19,4.19,Non-violent,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,21_Frightening 'jugging' robbery caught on camera.mp4,252,263,4.2,4.39,0.19,NONE,Transition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,21_Frightening 'jugging' robbery caught on camera.mp4,264,1035,4.4,17.27,12.87,Violent,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,21_Frightening 'jugging' robbery caught on camera.mp4,1036,1110,17.28,18.52,1.24,Non-violent,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,21_Frightening 'jugging' robbery caught on camera.mp4,1111,1127,18.54,18.8,0.26,NONE,Transition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,21_Frightening 'jugging' robbery caught on camera.mp4,1128,1686,18.82,28.13,9.31,NONE,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,21_Frightening 'jugging' robbery caught on camera.mp4,1687,1768,28.14,29.5,1.36,NONE,News,Violent,GUNPOINT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,21_Frightening 'jugging' robbery caught on camera.mp4,1769,1775,29.51,29.61,0.1,NONE,Transition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,21_Frightening 'jugging' robbery caught on camera.mp4,1776,2005,29.63,33.45,3.82,Violent,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,21_Frightening 'jugging' robbery caught on camera.mp4,2006,2008,33.47,33.5,0.03,NONE,Transition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,21_Frightening 'jugging' robbery caught on camera.mp4,2009,2032,33.52,33.9,0.38,NONE,Transition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,21_Frightening 'jugging' robbery caught on camera.mp4,2033,2511,33.92,41.89,7.97,Non-violent,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,21_Frightening 'jugging' robbery caught on camera.mp4,2512,2842,41.91,47.41,5.5,Violent,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,21_Frightening 'jugging' robbery caught on camera.mp4,2843,3132,47.43,52.25,4.82,Non-violent,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,21_Frightening 'jugging' robbery caught on camera.mp4,3133,3349,52.27,55.87,3.6,Violent,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,21_Frightening 'jugging' robbery caught on camera.mp4,3350,3492,55.89,58.26,2.37,Non-violent,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,21_Frightening 'jugging' robbery caught on camera.mp4,3493,3512,58.27,58.59,0.32,NONE,Transition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,21_Frightening 'jugging' robbery caught on camera.mp4,3513,3552,58.61,59.26,0.65,Violent,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,21_Frightening 'jugging' robbery caught on camera.mp4,3553,3855,59.28,64.31,5.03,Violent,CCTV,Violent,VIOLENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,21_Frightening 'jugging' robbery caught on camera.mp4,3856,3856,64.33,64.33,0,Non-violent,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,21_Frightening 'jugging' robbery caught on camera.mp4,3857,3879,64.35,64.71,0.36,NONE,Transition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,21_Frightening 'jugging' robbery caught on camera.mp4,3880,4926,64.73,82.18,17.45,Non-violent,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,21_Frightening 'jugging' robbery caught on camera.mp4,4927,5376,82.2,89.69,7.49,Non-violent,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,21_Frightening 'jugging' robbery caught on camera.mp4,5377,5382,89.71,89.79,0.08,NONE,Transition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,21_Frightening 'jugging' robbery caught on camera.mp4,5383,5397,89.81,90.04,0.23,NONE,Transition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,21_Frightening 'jugging' robbery caught on camera.mp4,5398,6039,90.06,100.75,10.69,Violent,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,21_Frightening 'jugging' robbery caught on camera.mp4,6040,6122,100.77,102.14,1.37,NONE,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,21_Frightening 'jugging' robbery caught on camera.mp4,6123,6167,102.15,102.89,0.74,Non-violent,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,21_Frightening 'jugging' robbery caught on camera.mp4,6168,6209,102.9,103.59,0.69,NONE,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,21_Frightening 'jugging' robbery caught on camera.mp4,6210,6269,103.6,104.59,0.99,Non-violent,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,21_Frightening 'jugging' robbery caught on camera.mp4,6270,6319,104.6,105.42,0.82,NONE,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,21_Frightening 'jugging' robbery caught on camera.mp4,6320,6399,105.44,106.76,1.32,Non-violent,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,22_Violent Robbery Caught On Camera.mp4,0,203,0,6.77,6.77,Non-violent,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,22_Violent Robbery Caught On Camera.mp4,204,282,6.81,9.41,2.6,Violent,Combination,,,News+CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,22_Violent Robbery Caught On Camera.mp4,283,414,9.44,13.81,4.37,Non-violent,Combination,,,News+CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,22_Violent Robbery Caught On Camera.mp4,415,419,13.85,13.98,0.13,NONE,Transition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,22_Violent Robbery Caught On Camera.mp4,420,522,14.01,17.42,3.41,NONE,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,22_Violent Robbery Caught On Camera.mp4,523,524,17.45,17.48,0.03,NONE,Transition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,22_Violent Robbery Caught On Camera.mp4,525,1156,17.52,38.57,21.05,Non-violent,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,22_Violent Robbery Caught On Camera.mp4,1157,1270,38.61,42.38,3.77,Non-violent,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,22_Violent Robbery Caught On Camera.mp4,1271,1434,42.41,47.85,5.44,Non-violent,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,22_Violent Robbery Caught On Camera.mp4,1435,1662,47.88,55.46,7.58,Violent,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,22_Violent Robbery Caught On Camera.mp4,1663,1664,55.49,55.52,0.03,Non-violent,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,22_Violent Robbery Caught On Camera.mp4,1665,1775,55.56,59.23,3.67,Non-violent,CCTV,Violent,VIOLENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,22_Violent Robbery Caught On Camera.mp4,1776,2179,59.26,72.71,13.45,Non-violent,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,22_Violent Robbery Caught On Camera.mp4,2180,2682,72.74,89.49,16.75,Non-violent,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,22_Violent Robbery Caught On Camera.mp4,2683,2852,89.52,95.16,5.64,Non-violent,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,22_Violent Robbery Caught On Camera.mp4,2853,3232,95.2,107.84,12.64,Non-violent,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,22_Violent Robbery Caught On Camera.mp4,3233,3314,107.87,110.58,2.71,Violent,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,22_Violent Robbery Caught On Camera.mp4,3315,3401,110.61,113.48,2.87,Violent,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,22_Violent Robbery Caught On Camera.mp4,3402,3654,113.51,121.92,8.41,Non-violent,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,22_Violent Robbery Caught On Camera.mp4,3655,3950,121.96,131.8,9.84,Non-violent,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,22_Violent Robbery Caught On Camera.mp4,3951,4385,131.83,146.31,14.48,Non-violent,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
